"LEAGUE","NAME","DY+/-","PLAYER ID","POS","SEASON","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV SHOTS","EV SH%","PP SHOTS","PP SH%","SHOTS","S%","TG","TP1","TP","TP/GP","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"AHL","Josh Ho-Sang","DY+8","34704/joshua-ho-sang","F","2022","47","0.4681","0.1915","0.6596","10","12","2","22","6","3","2","9","0","0","0","0","0.00","0","0.00","79","20.25","16","31","35","0.7447","51.61","29","34","46.03","- 7.81","91","78","15.58","2.5399","1996-01-22","26.65","26.94","96","TOR","6'00","R","2014","NYI (2014) - #28","NYI","-",""
"OHL","Kalvyn Watson","DY+2","46059/kalvyn-watson","F","2022","47","0.5106","0.1489","0.6596","13","11","8","24","2","5","2","7","0","0","0","0","0.00","0","0.00","115","13.04","15","31","41","0.8723","48.39","46","41","52.87","- 0.61","92","80","16.42","2.4107","2002-05-15","20.33","20.63","28","SOO","5'10","R","2020","-","-","-",""
"MHL","Kirill Mukhin","DY+3","45087/kirill-mukhin","F","2022","44","0.4545","0.2045","0.6591","11","9","2","20","4","5","4","9","0","0","0","0","0.00","0","0.00","65","23.08","15","29","35","0.7955","51.72","33","17","66.00","6.74","64","44","16.35","2.4193","2001-08-08","21.10","21.40","88","KAZ","5'05","R","2019","-","-","-",""
"MHL","Nikita Savchenko","DY+2","46957/nikita-savchenko","F","2022","44","0.4091","0.1591","0.6591","7","11","5","18","3","4","3","7","3","1","0","0","0.00","0","0.00","114","11.40","13","29","37","0.8409","40.00","27","30","47.37","- 6.80","65","55","18.94","2.0882","2002-04-08","20.44","20.73","99","OY","6'00","L","2020","-","-","-",""
"Czechia U20","Pavol Stetka","DY","53259/pavol-stetka","F","2022","44","0.5227","0.1136","0.6591","14","9","7","23","1","4","1","5","0","1","0","0","0.00","0","0.00","0","0.00","15","29","37","0.8409","53.57","42","33","56.00","1.24","69","57","15.98","2.4742","2003-10-02","18.95","19.25","4","PCE","6'06","L","2022","-","-","-",""
"NCAA","Ryan Sandelin","DY+5","40664/ryan-sandelin","F","2022","41","0.5366","0.1220","0.6585","18","4","5","22","3","2","2","5","0","0","0","0","0.00","0","0.00","103","20.39","21","27","34","0.8293","77.78","0","0","0.00","0.00","0","0","0.00","0.0000","1999-01-03","23.70","23.99","","MNS","6'00","R","2017","-","-","-",""
"Liiga","Juuso Parssinen","DY+3","44396/juuso-parssinen","F","2022","41","0.4634","0.1707","0.6585","5","14","3","19","4","3","2","7","0","1","0","0","0.00","0","0.00","66","13.64","9","27","32","0.7805","34.62","34","25","57.63","6.38","41","39","17.66","2.2378","2001-02-01","21.62","21.92","13","TPS","6'02","L","2019","NSH (2019) - #210","NSH","NSH",""
"Slovakia U20","Patrik Barger","DY+3","55613/patrik-barger","F","2022","41","0.4146","0.2439","0.6585","8","9","9","17","6","4","6","10","0","0","0","0","0.00","0","0.00","89","15.73","14","27","42","1.0244","51.85","28","18","60.87","- 6.92","101","48","13.15","3.0040","2001-04-30","21.38","21.67","18","KOS","UNKNOWN","L","2019","-","-","-",""
"NCAA","Colton Young","DY+6","40188/colton-young","F","2022","38","0.5789","0.0526","0.6579","13","9","6","22","1","1","1","2","1","0","0","0","0.00","0","0.00","112","13.39","15","25","32","0.8421","58.33","0","0","0.00","0.00","0","0","0.00","0.0000","1998-08-23","24.06","24.36","","CLG","6'00","L","2016","-","-","-",""
"Czechia U20","Jan Zavora","DY+2","49902/jan-zavora","F","2022","38","0.5263","0.1053","0.6579","13","7","2","20","2","2","3","4","1","0","0","0","0.00","0","0.00","0","0.00","16","25","30","0.7895","62.50","38","16","70.37","11.49","63","44","16.56","2.3841","2002-08-08","20.10","20.40","9","MBL","6'00","R","2020","-","-","-",""
"NCAA","Jake Wise","DY+4","42964/jake-wise","F","2022","35","0.5429","0.1143","0.6571","8","11","4","19","2","2","1","4","0","0","0","0","0.00","0","0.00","79","12.66","10","23","28","0.8000","43.48","0","0","0.00","0.00","0","0","0.00","0.0000","2000-02-28","22.55","22.84","","OSU","5'10","L","2018","CHI (2018) - #69","CHI","CHI",""
"WHL","Nick McCarry","DY+3","44953/nick-mccarry","F","2022","70","0.4429","0.2143","0.6571","16","15","13","31","7","8","3","15","0","0","0","0","0.00","0","0.00","171","13.45","23","46","62","0.8857","50.00","56","43","56.57","12.47","112","142","14.24","2.7681","2001-06-21","21.23","21.53","29","KAM/SPO","5'09","L","2019","-","-","-",""
"NCAA","Domenick Fensore","DY+3","45148/domenick-fensore","D","2022","35","0.3429","0.3143","0.6571","2","10","5","12","3","8","3","11","0","0","0","0","0.00","0","0.00","97","5.15","5","23","31","0.8857","21.74","0","0","0.00","0.00","0","0","0.00","0.0000","2001-09-07","21.02","21.32","","BU","5'09","L","2019","CAR (2019) - #90","CAR","CAR",""
"MHL","Oleg Kachelovsky","DY+2","54417/oleg-kachelovsky","F","2022","35","0.4857","0.1429","0.6571","8","9","2","17","0","5","1","5","1","0","0","0","0.00","0","0.00","91","9.89","9","23","26","0.7429","36.36","25","10","71.43","6.48","63","34","17.91","2.2016","2001-10-24","20.89","21.19","6","KAZ","5'10","L","2020","-","-","-",""
"OHL","Josh Bloom","DY+1","46017/joshua-bloom","F","2022","67","0.3433","0.2090","0.6567","18","5","12","23","5","9","6","14","7","0","0","0","0.00","0","0.00","212","14.15","30","44","62","0.9254","62.16","63","84","42.86","1.10","114","159","20.29","1.9418","2003-06-08","19.27","19.56","17","SAG","6'02","L","2021","BUF (2021) - #95","BUF","BUF",""
"MHL","Yaroslav Yapparov","DY","50782/yaroslav-yapparov","F","2022","64","0.4688","0.1719","0.6563","17","13","7","30","10","1","4","11","1","0","0","0","0.00","0","0.00","155","18.06","28","42","53","0.8281","65.85","52","32","61.90","1.22","142","92","15.88","2.4803","2004-03-22","18.48","18.78","97","MYUG","6'02","L","2022","-","-","-",""
"OHL","Dean Loukus","DY+1","52522/dean-loukus","F","2022","64","0.5313","0.0781","0.6563","17","17","8","34","4","1","1","5","1","2","0","0","0.00","0","0.00","86","25.58","22","42","51","0.7969","53.85","62","60","50.82","12.03","109","172","16.55","2.3786","2003-02-12","19.59","19.89","12","SAG","5'10","R","2021","-","-","-",""
"USHL","Oliver Moore","DY-1","55313/oliver-moore","F","2022","32","0.5000","0.0625","0.6563","9","7","4","16","2","0","1","2","1","2","0","0","0.00","0","0.00","64","18.75","12","21","26","0.8125","61.11","25","29","46.30","6.02","58","86","15.71","2.5068","2005-01-22","17.65","17.94","41","USA","5'10","L","2023","-","-","-",""
"WHL","Jordan Gustafson","DY","47542/jordan-gustafson","F","2022","58","0.4310","0.2241","0.6552","14","11","11","25","9","4","3","13","0","0","0","0","0.00","0","0.00","158","14.56","23","38","52","0.8966","60.53","53","31","63.10","2.11","111","71","14.80","2.6568","2004-01-20","18.65","18.95","7","SEA","5'11","L","2022","-","-","-",""
"Sweden U20","Martin Johnsen","DY","54959/martin-johnsen","F","2022","29","0.4828","0.1724","0.6552","13","1","2","14","0","5","2","5","0","0","0","0","0.00","0","0.00","0","0.00","13","19","23","0.7931","68.42","22","28","44.00","6.35","32","53","17.76","2.2137","2004-03-07","18.52","18.82","23","FBK","5'09","L","2022","-","-","-",""
"QMJHL","Alexander Mirzabalayev","DY+1","45931/alexander-mirzabalayev","F","2022","55","0.5273","0.1273","0.6545","17","12","6","29","1","6","2","7","0","0","0","0","0.00","0","0.00","154","11.69","18","36","44","0.8000","50.00","48","57","45.71","4.01","88","123","17.15","2.2902","2002-09-27","19.97","20.26","15","VDO","5'11","L","2021","-","-","-",""
"MHL","Artyom Didkovsky","DY+2","47101/artyom-didkovsky","F","2022","55","0.3091","0.3455","0.6545","11","6","6","17","10","9","6","19","0","0","0","0","0.00","0","0.00","172","12.21","21","36","48","0.8727","58.33","38","20","65.52","14.78","69","67","17.27","2.2744","2002-06-20","20.24","20.53","60","MHK-SM","5'10","L","2020","-","-","-",""
"SHL","Robin Kovacs","DY+7","36449/robin-kovacs","F","2022","52","0.4423","0.2115","0.6538","15","8","4","23","4","7","1","11","0","0","0","93","16.13","27","14.81","121","15.70","19","34","39","0.7500","55.88","42","17","71.19","18.29","73","65","17.18","2.2831","1996-11-16","25.83","26.13","96","OHK","6'00","L","2015","NYR (2015) - #62","NYR","-",""
"USHL","Garrett Pinoniemi","DY+3","45025/garrett-pinoniemi","F","2022","26","0.4231","0.2308","0.6538","5","6","1","11","4","2","0","6","0","0","0","0","0.00","0","0.00","42","21.43","9","17","18","0.6923","52.94","16","25","39.02","4.74","24","46","17.30","2.2676","2001-07-15","21.17","21.46","13","SF","6'00","L","2019","-","-","-",""
"Finland U20","Elias Sotti","DY+1","54112/elias-sotti","F","2022","26","0.6154","0.0385","0.6538","9","7","0","16","1","0","0","1","0","0","0","0","0.00","0","0.00","34","29.41","10","17","17","0.6538","58.82","20","18","52.63","3.51","56","58","16.95","2.3144","2003-06-02","19.29","19.58","16","KIS","5'07","-","2021","-","-","-",""
"Slovakia U20","Lubos Stahon","DY-1","55625/lubos-stahon","F","2022","26","0.5000","0.1538","0.6538","9","4","1","13","3","1","0","4","0","0","0","0","0.00","0","0.00","59","20.34","12","17","18","0.6923","70.59","18","12","60.00","- 0.67","54","35","13.10","2.9950","2005-07-11","17.18","17.47","27","TRE/RSR","5'11","R","2023","-","-","-",""
"WHL","Sasha Mutala","DY+3","44781/sasha-mutala","F","2022","49","0.4898","0.1429","0.6531","15","9","6","24","3","4","4","7","1","0","0","0","0.00","0","0.00","167","11.38","19","32","42","0.8571","58.06","40","66","37.74","3.49","50","96","18.35","2.1349","2001-05-06","21.36","21.65","34","TC","6'00","R","2019","COL (2019) - #140","COL","-",""
"OHL","Pasquale Zito","DY+1","46010/pasquale-zito","F","2022","49","0.3265","0.3061","0.6531","13","3","3","16","8","7","6","15","1","0","0","0","0.00","0","0.00","150","14.67","22","32","41","0.8367","67.74","44","43","50.57","- 2.86","109","95","18.34","2.1370","2003-06-01","19.29","19.58","91","WSR","6'01","L","2021","DET (2021) - #166","DET","DET",""
"Allsvenskan","Mikkel Aagaard","DY+8","34263/mikkel-aagaard","F","2022","46","0.5217","0.1304","0.6522","16","8","5","24","6","0","2","6","0","0","0","88","18.18","13","46.15","102","21.57","22","30","37","0.8043","73.33","37","32","53.62","- 0.38","81","69","17.48","2.2382","1995-10-18","26.91","27.20","29","MODO","6'00","L","2014","-","-","-",""
"WHL","Daemon Hunt","DY+2","45574/daemon-hunt","D","2022","46","0.4783","0.1522","0.6522","12","10","4","22","4","3","5","7","1","0","0","0","0.00","0","0.00","170","10.00","17","30","39","0.8478","55.17","51","37","57.95","0.81","72","54","21.84","1.7917","2002-05-15","20.33","20.63","10","MJ","6'01","L","2020","MIN (2020) - #65","MIN","MIN",""
"Sweden U20","Arvid Kruukka","DY+1","47478/arvid-kruukka","F","2022","46","0.5217","0.1304","0.6522","11","13","9","24","0","6","5","6","0","0","0","0","0.00","0","0.00","0","0.00","11","30","44","0.9565","36.67","42","28","60.00","9.07","82","79","16.18","2.4181","2003-02-10","19.60","19.89","20","VAX","6'02","R","2021","-","-","-",""
"Czechia U20","Frantisek Formanek","DY","50133/frantisek-formanek","F","2022","23","0.4783","0.1739","0.6522","7","4","6","11","1","3","2","4","0","0","0","0","0.00","0","0.00","0","0.00","8","15","23","1.0000","53.33","28","19","59.57","2.00","38","28","16.12","2.4267","2004-05-06","18.36","18.65","15","PCE","5'09","L","2022","-","-","-",""
"OHL","Danny Zhilkin","DY","46025/danny-zhilkin","F","2022","66","0.4697","0.1818","0.6515","15","16","7","31","8","4","5","12","0","0","0","0","0.00","0","0.00","230","10.00","23","43","55","0.8333","53.49","59","66","47.20","- 7.68","118","97","19.69","1.9857","2003-12-19","18.74","19.03","17","GUE","6'02","L","2022","-","-","-",""
"Finland U20","Simo Heinonen","DY+1","51293/simo-heinonen","F","2022","43","0.4884","0.1628","0.6512","12","9","7","21","3","4","3","7","0","0","0","0","0.00","0","0.00","93","16.13","15","28","38","0.8837","53.57","48","37","56.47","5.72","68","66","17.12","2.2824","2003-08-21","19.07","19.36","9","KOO","6'01","L","2021","-","-","-",""
"Liiga","Sebastian Repo","DY+8","35817/sebastian-repo","F","2022","40","0.5000","0.1500","0.6500","15","5","2","20","6","0","2","6","0","0","0","0","0.00","0","0.00","117","17.95","21","26","30","0.7500","80.77","31","20","60.78","3.77","65","49","18.72","2.0838","1996-06-23","26.23","26.52","92","LUK","6'03","R","2014","FLA (2017) - #184","FLA","-",""
"Allsvenskan","Jacob Olofsson","DY+4","42838/jacob-olofsson","F","2022","20","0.6000","0.0500","0.6500","5","7","0","12","0","1","1","1","0","0","0","26","19.23","6","0.00","32","15.63","5","13","14","0.7000","38.46","14","7","66.67","11.11","40","32","13.58","2.8712","2000-02-08","22.60","22.90","22","IFB","6'02","L","2018","MTL (2018) - #56","MTL","MTL",""
"QMJHL","Jeremy Langlois","DY","45987/jeremy-langlois","D","2022","60","0.3333","0.3000","0.6500","9","11","4","20","4","14","4","18","0","1","0","0","0.00","0","0.00","157","8.28","13","39","47","0.7833","34.21","46","81","36.22","6.43","56","132","23.88","1.6332","2003-09-19","18.99","19.28","9","CAP","6'01","L","2022","-","-","-",""
"Sweden U20","Gustav Marnetoft","DY+2","50373/gustav-marnetoft","F","2022","40","0.4000","0.2250","0.6500","8","8","7","16","6","3","2","9","1","0","1","0","0.00","0","0.00","0","0.00","15","26","36","0.9000","56.00","33","30","52.38","8.28","71","90","17.00","2.2941","2002-01-19","20.66","20.95","36","TIK","6'02","L","2020","-","-","-",""
"Finland U20","Matic Torok","DY+1","51248/matic-torok","F","2022","40","0.3750","0.2000","0.6500","9","6","8","15","6","2","5","8","3","0","0","0","0.00","0","0.00","108","16.67","18","26","39","0.9750","65.22","29","30","49.15","- 6.55","83","66","20.35","1.9169","2003-07-26","19.14","19.43","19","KOO","5'11","L","2021","-","-","-",""
"NCAA","Reggie Lutz","DY+7","36353/reggie-lutz","F","2022","37","0.4324","0.2162","0.6486","8","8","2","16","7","1","2","8","0","0","0","0","0.00","0","0.00","108","13.89","15","24","28","0.7568","62.50","0","0","0.00","0.00","0","0","0.00","0.0000","1996-10-18","25.91","26.20","","MNS","5'10","L","2015","-","-","-",""
"NCAA","Taylor Schneider","DY+6","39003/taylor-schneider","F","2022","37","0.2973","0.3243","0.6486","3","8","2","11","5","7","4","12","0","1","0","0","0.00","0","0.00","92","8.70","8","24","30","0.8108","34.78","0","0","0.00","0.00","0","0","0.00","0.0000","1998-02-18","24.58","24.87","","BGS","6'01","L","2016","-","-","-",""
"NCAA","Neil Shea","DY+5","42031/neil-shea","F","2022","37","0.5946","0.0541","0.6486","10","12","7","22","1","1","0","2","0","0","0","0","0.00","0","0.00","97","11.34","11","24","31","0.8378","45.83","0","0","0.00","0.00","0","0","0.00","0.0000","1999-07-29","23.13","23.42","","SAC","6'01","L","2017","-","-","-",""
"NCAA","Nick Poisson","DY+3","45099/nicholas-poisson","F","2022","37","0.3243","0.3243","0.6486","4","8","7","12","6","6","4","12","0","0","0","0","0.00","0","0.00","107","9.35","10","24","35","0.9459","41.67","0","0","0.00","0.00","0","0","0.00","0.0000","2001-08-15","21.08","21.38","","PRV","5'11","L","2019","-","-","-",""
"Finland U20","Aaron Hakala","DY","54070/aaron-hakala","F","2022","37","0.3514","0.2973","0.6486","5","8","4","13","7","4","3","11","0","0","0","0","0.00","0","0.00","95","12.63","12","24","31","0.8378","50.00","19","17","52.78","- 11.98","68","37","15.45","2.5196","2004-07-11","18.18","18.47","11","KAR","5'11","R","2022","-","-","-",""
"NCAA","Colin Bilek","DY+7","37728/colin-bilek","F","2022","34","0.3529","0.2353","0.6471","6","6","5","12","4","4","4","8","1","1","0","0","0.00","0","0.00","145","7.59","11","22","31","0.9118","50.00","0","0","0.00","0.00","0","0","0.00","0.0000","1997-06-04","25.28","25.58","","ARM","5'11","R","2015","-","-","-",""
"WHL","Alex Thacker","DY+2","45502/alex-thacker","F","2022","68","0.4265","0.1471","0.6471","12","17","15","29","1","9","4","10","1","4","0","0","0.00","0","0.00","149","9.40","14","44","63","0.9265","33.33","60","58","50.85","7.07","88","113","16.36","2.3728","2002-03-29","20.46","20.76","20","LET","5'10","L","2020","-","-","-",""
"WHL","Eric Alarie","DY+1","46111/eric-alarie","F","2022","68","0.5588","0.0882","0.6471","21","17","10","38","4","2","4","6","0","0","0","0","0.00","0","0.00","155","16.13","25","44","58","0.8529","56.82","77","56","57.89","3.71","110","93","16.57","2.3436","2003-01-27","19.63","19.93","8","MJ","6'01","L","2021","-","-","-",""
"OHL","Bryce McConnell-Barker","DY","52074/bryce-mcconnell-barker","F","2022","68","0.5000","0.1471","0.6471","16","18","4","34","7","3","1","10","0","0","0","0","0.00","0","0.00","152","15.13","23","44","49","0.7206","52.27","59","55","51.75","- 2.41","143","121","15.58","2.4916","2004-06-04","18.28","18.58","18","SOO","6'01","L","2022","-","-","-",""
"SHL","Mikael Ruohomaa","DY+15","20481/mikael-ruohomaa","F","2022","48","0.3542","0.2708","0.6458","4","13","4","17","8","5","5","13","0","1","0","63","6.35","33","24.24","97","12.37","12","31","40","0.8333","40.00","26","38","40.63","- 14.69","78","63","21.08","1.8379","1988-11-17","33.83","34.12","23","LIF","6'00","L","2007","-","-","-",""
"USHL","Cameron Lund","DY","51574/cameron-lund","F","2022","62","0.4194","0.2258","0.6452","18","8","6","26","7","7","4","14","0","0","0","0","0.00","0","0.00","192","13.02","25","40","50","0.8065","62.50","41","61","40.20","1.14","91","142","17.66","2.1922","2004-06-07","18.27","18.57","19","GB","6'02","R","2022","-","-","-",""
"Czechia U20","Alexandr Remes","DY+1","53760/alexandr-remes","F","2022","31","0.5161","0.0968","0.6452","7","9","6","16","2","1","0","3","1","0","0","0","0.00","0","0.00","0","0.00","10","20","26","0.8387","47.37","29","41","41.43","2.79","34","54","17.56","2.2040","2003-01-17","19.66","19.96","5","CEB","6'01","L","2021","-","-","-",""
"MHL","Tigran Yarulin","DY+1","46745/tigran-yarulin","F","2022","59","0.3559","0.2542","0.6441","7","14","3","21","9","6","2","15","2","0","0","0","0.00","0","0.00","212","8.49","18","38","43","0.7288","44.44","30","42","41.67","4.50","55","93","17.98","2.1488","2003-05-09","19.35","19.64","79","KS","6'02","L","2021","-","-","-",""
"NCAA","Kobe Roth","DY+7","36672/kobe-roth","F","2022","42","0.5000","0.1429","0.6429","14","7","1","21","2","4","1","6","0","0","0","0","0.00","0","0.00","115","13.91","16","27","29","0.6905","59.26","0","0","0.00","0.00","0","0","0.00","0.0000","1997-01-11","25.68","25.97","","MND","5'09","L","2015","-","-","-",""
"NCAA","Oliver Chau","DY+7","38144/oliver-chau","F","2022","42","0.4762","0.1429","0.6429","11","9","4","20","2","4","2","6","0","1","0","0","0.00","0","0.00","91","14.29","13","27","33","0.7857","50.00","0","0","0.00","0.00","0","0","0.00","0.0000","1997-08-21","25.07","25.36","","QUI","5'09","L","2015","-","-","-",""
"AHL","Mikhail Maltsev","DY+6","39174/mikhail-maltsev","F","2022","56","0.4821","0.1607","0.6429","11","16","6","27","6","3","6","9","0","0","0","0","0.00","0","0.00","167","10.18","17","36","48","0.8571","47.22","47","35","57.32","- 0.40","101","74","17.65","2.1850","1998-03-12","24.51","24.80","57","COL","6'03","L","2016","NJD (2016) - #102","NJD","COL",""
